row_number,time_window,source_zone,target_zone,task_key,baseline_vessel_count,candidate_vessel_count,difference,was_replaced_direction,value_unchanged_when_not_replaced,passed
737,1/30/2018 2:00,外围区,核心区,outer->core,0,0,0,False,True,True
738,1/30/2018 2:00,外围区,近港区,outer->near,0,0,0,False,True,True
739,1/30/2018 3:00,核心区,近港区,core->near,1,1,0,False,True,True
740,1/30/2018 3:00,核心区,外围区,core->outer,0,0,0,False,True,True
741,1/30/2018 3:00,近港区,核心区,near->core,1,1,0,False,True,True
742,1/30/2018 3:00,近港区,外围区,near->outer,0,0,0,True,True,True
743,1/30/2018 3:00,外围区,核心区,outer->core,0,0,0,False,True,True
744,1/30/2018 3:00,外围区,近港区,outer->near,0,0,0,False,True,True
745,1/30/2018 4:00,核心区,近港区,core->near,0,0,0,False,True,True
746,1/30/2018 4:00,核心区,外围区,core->outer,0,0,0,False,True,True
747,1/30/2018 4:00,近港区,核心区,near->core,1,1,0,False,True,True
748,1/30/2018 4:00,近港区,外围区,near->outer,0,0,0,True,True,True
749,1/30/2018 4:00,外围区,核心区,outer->core,0,0,0,False,True,True
750,1/30/2018 4:00,外围区,近港区,outer->near,0,0,0,False,True,True
751,1/30/2018 5:00,核心区,近港区,core->near,0,0,0,False,True,True
752,1/30/2018 5:00,核心区,外围区,core->outer,0,0,0,False,True,True
753,1/30/2018 5:00,近港区,核心区,near->core,1,1,0,False,True,True
754,1/30/2018 5:00,近港区,外围区,near->outer,0,0,0,True,True,True
755,1/30/2018 5:00,外围区,核心区,outer->core,0,0,0,False,True,True
756,1/30/2018 5:00,外围区,近港区,outer->near,1,1,0,False,True,True
757,1/30/2018 6:00,核心区,近港区,core->near,2,2,0,False,True,True
758,1/30/2018 6:00,核心区,外围区,core->outer,1,1,0,False,True,True
759,1/30/2018 6:00,近港区,核心区,near->core,1,1,0,False,True,True
760,1/30/2018 6:00,近港区,外围区,near->outer,0,0,0,True,True,True
761,1/30/2018 6:00,外围区,核心区,outer->core,0,0,0,False,True,True
762,1/30/2018 6:00,外围区,近港区,outer->near,0,0,0,False,True,True
763,1/30/2018 7:00,核心区,近港区,core->near,1,1,0,False,True,True
764,1/30/2018 7:00,核心区,外围区,core->outer,0,0,0,False,True,True
765,1/30/2018 7:00,近港区,核心区,near->core,1,1,0,False,True,True
766,1/30/2018 7:00,近港区,外围区,near->outer,0,1,1,True,True,True
767,1/30/2018 7:00,外围区,核心区,outer->core,0,0,0,False,True,True
768,1/30/2018 7:00,外围区,近港区,outer->near,1,1,0,False,True,True
769,1/30/2018 8:00,核心区,近港区,core->near,1,1,0,False,True,True
770,1/30/2018 8:00,核心区,外围区,core->outer,0,0,0,False,True,True
771,1/30/2018 8:00,近港区,核心区,near->core,1,1,0,False,True,True
772,1/30/2018 8:00,近港区,外围区,near->outer,1,1,0,True,True,True
773,1/30/2018 8:00,外围区,核心区,outer->core,0,0,0,False,True,True
774,1/30/2018 8:00,外围区,近港区,outer->near,0,0,0,False,True,True
775,1/30/2018 9:00,核心区,近港区,core->near,1,1,0,False,True,True
776,1/30/2018 9:00,核心区,外围区,core->outer,0,0,0,False,True,True
777,1/30/2018 9:00,近港区,核心区,near->core,1,1,0,False,True,True
778,1/30/2018 9:00,近港区,外围区,near->outer,0,1,1,True,True,True
779,1/30/2018 9:00,外围区,核心区,outer->core,0,0,0,False,True,True
780,1/30/2018 9:00,外围区,近港区,outer->near,1,1,0,False,True,True
781,1/30/2018 10:00,核心区,近港区,core->near,2,2,0,False,True,True
782,1/30/2018 10:00,核心区,外围区,core->outer,0,0,0,False,True,True
783,1/30/2018 10:00,近港区,核心区,near->core,1,1,0,False,True,True
784,1/30/2018 10:00,近港区,外围区,near->outer,0,1,1,True,True,True
785,1/30/2018 10:00,外围区,核心区,outer->core,0,0,0,False,True,True
786,1/30/2018 10:00,外围区,近港区,outer->near,1,1,0,False,True,True
787,1/30/2018 11:00,核心区,近港区,core->near,1,1,0,False,True,True
788,1/30/2018 11:00,核心区,外围区,core->outer,0,0,0,False,True,True
789,1/30/2018 11:00,近港区,核心区,near->core,1,1,0,False,True,True
790,1/30/2018 11:00,近港区,外围区,near->outer,1,1,0,True,True,True
791,1/30/2018 11:00,外围区,核心区,outer->core,0,0,0,False,True,True
792,1/30/2018 11:00,外围区,近港区,outer->near,0,0,0,False,True,True
793,1/30/2018 12:00,核心区,近港区,core->near,1,1,0,False,True,True
794,1/30/2018 12:00,核心区,外围区,core->outer,0,0,0,False,True,True
795,1/30/2018 12:00,近港区,核心区,near->core,1,1,0,False,True,True
796,1/30/2018 12:00,近港区,外围区,near->outer,0,0,0,True,True,True
797,1/30/2018 12:00,外围区,核心区,outer->core,0,0,0,False,True,True
798,1/30/2018 12:00,外围区,近港区,outer->near,0,0,0,False,True,True
799,1/30/2018 13:00,核心区,近港区,core->near,1,1,0,False,True,True
800,1/30/2018 13:00,核心区,外围区,core->outer,0,0,0,False,True,True
801,1/30/2018 13:00,近港区,核心区,near->core,1,1,0,False,True,True
802,1/30/2018 13:00,近港区,外围区,near->outer,0,0,0,True,True,True
803,1/30/2018 13:00,外围区,核心区,outer->core,0,0,0,False,True,True
804,1/30/2018 13:00,外围区,近港区,outer->near,1,1,0,False,True,True
805,1/30/2018 14:00,核心区,近港区,core->near,2,2,0,False,True,True
806,1/30/2018 14:00,核心区,外围区,core->outer,0,0,0,False,True,True
807,1/30/2018 14:00,近港区,核心区,near->core,1,1,0,False,True,True
808,1/30/2018 14:00,近港区,外围区,near->outer,0,0,0,True,True,True
809,1/30/2018 14:00,外围区,核心区,outer->core,0,0,0,False,True,True
810,1/30/2018 14:00,外围区,近港区,outer->near,0,0,0,False,True,True
811,1/30/2018 15:00,核心区,近港区,core->near,1,1,0,False,True,True
812,1/30/2018 15:00,核心区,外围区,core->outer,0,0,0,False,True,True
813,1/30/2018 15:00,近港区,核心区,near->core,2,2,0,False,True,True
814,1/30/2018 15:00,近港区,外围区,near->outer,0,0,0,True,True,True
815,1/30/2018 15:00,外围区,核心区,outer->core,0,0,0,False,True,True
816,1/30/2018 15:00,外围区,近港区,outer->near,0,0,0,False,True,True
817,1/30/2018 16:00,核心区,近港区,core->near,1,1,0,False,True,True
818,1/30/2018 16:00,核心区,外围区,core->outer,0,0,0,False,True,True
819,1/30/2018 16:00,近港区,核心区,near->core,1,1,0,False,True,True
820,1/30/2018 16:00,近港区,外围区,near->outer,0,0,0,True,True,True
821,1/30/2018 16:00,外围区,核心区,outer->core,0,0,0,False,True,True
822,1/30/2018 16:00,外围区,近港区,outer->near,0,0,0,False,True,True
823,1/30/2018 17:00,核心区,近港区,core->near,1,1,0,False,True,True
824,1/30/2018 17:00,核心区,外围区,core->outer,0,0,0,False,True,True
825,1/30/2018 17:00,近港区,核心区,near->core,1,1,0,False,True,True
826,1/30/2018 17:00,近港区,外围区,near->outer,0,0,0,True,True,True
827,1/30/2018 17:00,外围区,核心区,outer->core,0,0,0,False,True,True
828,1/30/2018 17:00,外围区,近港区,outer->near,1,1,0,False,True,True
829,1/30/2018 18:00,核心区,近港区,core->near,2,2,0,False,True,True
830,1/30/2018 18:00,核心区,外围区,core->outer,0,0,0,False,True,True
831,1/30/2018 18:00,近港区,核心区,near->core,1,1,0,False,True,True
832,1/30/2018 18:00,近港区,外围区,near->outer,0,0,0,True,True,True
833,1/30/2018 18:00,外围区,核心区,outer->core,0,0,0,False,True,True
834,1/30/2018 18:00,外围区,近港区,outer->near,1,1,0,False,True,True
835,1/30/2018 19:00,核心区,近港区,core->near,1,1,0,False,True,True
836,1/30/2018 19:00,核心区,外围区,core->outer,0,0,0,False,True,True
837,1/30/2018 19:00,近港区,核心区,near->core,1,1,0,False,True,True
838,1/30/2018 19:00,近港区,外围区,near->outer,1,1,0,True,True,True
839,1/30/2018 19:00,外围区,核心区,outer->core,0,0,0,False,True,True
840,1/30/2018 19:00,外围区,近港区,outer->near,0,0,0,False,True,True
841,1/30/2018 20:00,核心区,近港区,core->near,1,1,0,False,True,True
842,1/30/2018 20:00,核心区,外围区,core->outer,0,0,0,False,True,True
843,1/30/2018 20:00,近港区,核心区,near->core,1,1,0,False,True,True
844,1/30/2018 20:00,近港区,外围区,near->outer,0,0,0,True,True,True
845,1/30/2018 20:00,外围区,核心区,outer->core,0,0,0,False,True,True
846,1/30/2018 20:00,外围区,近港区,outer->near,0,0,0,False,True,True
847,1/30/2018 21:00,核心区,近港区,core->near,1,1,0,False,True,True
848,1/30/2018 21:00,核心区,外围区,core->outer,0,0,0,False,True,True
849,1/30/2018 21:00,近港区,核心区,near->core,1,1,0,False,True,True
850,1/30/2018 21:00,近港区,外围区,near->outer,0,0,0,True,True,True
851,1/30/2018 21:00,外围区,核心区,outer->core,0,0,0,False,True,True
852,1/30/2018 21:00,外围区,近港区,outer->near,0,0,0,False,True,True
853,1/30/2018 22:00,核心区,近港区,core->near,1,1,0,False,True,True
854,1/30/2018 22:00,核心区,外围区,core->outer,0,0,0,False,True,True
855,1/30/2018 22:00,近港区,核心区,near->core,1,1,0,False,True,True
856,1/30/2018 22:00,近港区,外围区,near->outer,0,0,0,True,True,True
857,1/30/2018 22:00,外围区,核心区,outer->core,0,0,0,False,True,True
858,1/30/2018 22:00,外围区,近港区,outer->near,0,0,0,False,True,True
859,1/30/2018 23:00,核心区,近港区,core->near,1,1,0,False,True,True
860,1/30/2018 23:00,核心区,外围区,core->outer,0,0,0,False,True,True
861,1/30/2018 23:00,近港区,核心区,near->core,1,1,0,False,True,True
862,1/30/2018 23:00,近港区,外围区,near->outer,0,0,0,True,True,True
863,1/30/2018 23:00,外围区,核心区,outer->core,0,0,0,False,True,True
864,1/30/2018 23:00,外围区,近港区,outer->near,0,0,0,False,True,True
865,1/31/2018 0:00,核心区,近港区,core->near,0,0,0,False,True,True
866,1/31/2018 0:00,核心区,外围区,core->outer,0,0,0,False,True,True
867,1/31/2018 0:00,近港区,核心区,near->core,1,1,0,False,True,True
868,1/31/2018 0:00,近港区,外围区,near->outer,0,0,0,True,True,True
869,1/31/2018 0:00,外围区,核心区,outer->core,0,0,0,False,True,True
870,1/31/2018 0:00,外围区,近港区,outer->near,0,0,0,False,True,True
871,1/31/2018 1:00,核心区,近港区,core->near,1,1,0,False,True,True
872,1/31/2018 1:00,核心区,外围区,core->outer,0,0,0,False,True,True
873,1/31/2018 1:00,近港区,核心区,near->core,0,0,0,False,True,True
874,1/31/2018 1:00,近港区,外围区,near->outer,0,0,0,True,True,True
875,1/31/2018 1:00,外围区,核心区,outer->core,0,0,0,False,True,True
876,1/31/2018 1:00,外围区,近港区,outer->near,0,0,0,False,True,True
877,1/31/2018 2:00,核心区,近港区,core->near,1,1,0,False,True,True
878,1/31/2018 2:00,核心区,外围区,core->outer,0,0,0,False,True,True
879,1/31/2018 2:00,近港区,核心区,near->core,1,1,0,False,True,True
880,1/31/2018 2:00,近港区,外围区,near->outer,0,0,0,True,True,True
881,1/31/2018 2:00,外围区,核心区,outer->core,0,0,0,False,True,True
882,1/31/2018 2:00,外围区,近港区,outer->near,0,0,0,False,True,True
883,1/31/2018 3:00,核心区,近港区,core->near,1,1,0,False,True,True
884,1/31/2018 3:00,核心区,外围区,core->outer,0,0,0,False,True,True
885,1/31/2018 3:00,近港区,核心区,near->core,1,1,0,False,True,True
886,1/31/2018 3:00,近港区,外围区,near->outer,0,0,0,True,True,True
887,1/31/2018 3:00,外围区,核心区,outer->core,0,0,0,False,True,True
888,1/31/2018 3:00,外围区,近港区,outer->near,0,0,0,False,True,True
889,1/31/2018 4:00,核心区,近港区,core->near,0,0,0,False,True,True
890,1/31/2018 4:00,核心区,外围区,core->outer,0,0,0,False,True,True
891,1/31/2018 4:00,近港区,核心区,near->core,1,1,0,False,True,True
892,1/31/2018 4:00,近港区,外围区,near->outer,0,0,0,True,True,True
893,1/31/2018 4:00,外围区,核心区,outer->core,0,0,0,False,True,True
894,1/31/2018 4:00,外围区,近港区,outer->near,0,0,0,False,True,True
895,1/31/2018 5:00,核心区,近港区,core->near,0,0,0,False,True,True
896,1/31/2018 5:00,核心区,外围区,core->outer,0,0,0,False,True,True
897,1/31/2018 5:00,近港区,核心区,near->core,1,1,0,False,True,True
898,1/31/2018 5:00,近港区,外围区,near->outer,0,0,0,True,True,True
899,1/31/2018 5:00,外围区,核心区,outer->core,0,0,0,False,True,True
900,1/31/2018 5:00,外围区,近港区,outer->near,1,1,0,False,True,True
901,1/31/2018 6:00,核心区,近港区,core->near,2,2,0,False,True,True
902,1/31/2018 6:00,核心区,外围区,core->outer,1,1,0,False,True,True
903,1/31/2018 6:00,近港区,核心区,near->core,1,1,0,False,True,True
904,1/31/2018 6:00,近港区,外围区,near->outer,0,0,0,True,True,True
905,1/31/2018 6:00,外围区,核心区,outer->core,0,0,0,False,True,True
906,1/31/2018 6:00,外围区,近港区,outer->near,0,0,0,False,True,True
907,1/31/2018 7:00,核心区,近港区,core->near,1,1,0,False,True,True
908,1/31/2018 7:00,核心区,外围区,core->outer,0,0,0,False,True,True
909,1/31/2018 7:00,近港区,核心区,near->core,1,1,0,False,True,True
910,1/31/2018 7:00,近港区,外围区,near->outer,0,1,1,True,True,True
911,1/31/2018 7:00,外围区,核心区,outer->core,0,0,0,False,True,True
912,1/31/2018 7:00,外围区,近港区,outer->near,1,1,0,False,True,True
913,1/31/2018 8:00,核心区,近港区,core->near,1,1,0,False,True,True
914,1/31/2018 8:00,核心区,外围区,core->outer,0,0,0,False,True,True
915,1/31/2018 8:00,近港区,核心区,near->core,1,1,0,False,True,True
916,1/31/2018 8:00,近港区,外围区,near->outer,1,1,0,True,True,True
917,1/31/2018 8:00,外围区,核心区,outer->core,0,0,0,False,True,True
918,1/31/2018 8:00,外围区,近港区,outer->near,0,0,0,False,True,True
919,1/31/2018 9:00,核心区,近港区,core->near,1,1,0,False,True,True
920,1/31/2018 9:00,核心区,外围区,core->outer,0,0,0,False,True,True
921,1/31/2018 9:00,近港区,核心区,near->core,1,1,0,False,True,True
922,1/31/2018 9:00,近港区,外围区,near->outer,0,1,1,True,True,True
923,1/31/2018 9:00,外围区,核心区,outer->core,0,0,0,False,True,True
924,1/31/2018 9:00,外围区,近港区,outer->near,1,1,0,False,True,True
925,1/31/2018 10:00,核心区,近港区,core->near,2,2,0,False,True,True
926,1/31/2018 10:00,核心区,外围区,core->outer,0,0,0,False,True,True
927,1/31/2018 10:00,近港区,核心区,near->core,1,1,0,False,True,True
928,1/31/2018 10:00,近港区,外围区,near->outer,0,1,1,True,True,True
929,1/31/2018 10:00,外围区,核心区,outer->core,0,0,0,False,True,True
930,1/31/2018 10:00,外围区,近港区,outer->near,1,1,0,False,True,True
931,1/31/2018 11:00,核心区,近港区,core->near,1,1,0,False,True,True
932,1/31/2018 11:00,核心区,外围区,core->outer,0,0,0,False,True,True
933,1/31/2018 11:00,近港区,核心区,near->core,1,1,0,False,True,True
934,1/31/2018 11:00,近港区,外围区,near->outer,1,1,0,True,True,True
935,1/31/2018 11:00,外围区,核心区,outer->core,0,0,0,False,True,True
936,1/31/2018 11:00,外围区,近港区,outer->near,0,0,0,False,True,True
937,1/31/2018 12:00,核心区,近港区,core->near,1,1,0,False,True,True
938,1/31/2018 12:00,核心区,外围区,core->outer,0,0,0,False,True,True
939,1/31/2018 12:00,近港区,核心区,near->core,1,1,0,False,True,True
940,1/31/2018 12:00,近港区,外围区,near->outer,0,0,0,True,True,True
941,1/31/2018 12:00,外围区,核心区,outer->core,0,0,0,False,True,True
942,1/31/2018 12:00,外围区,近港区,outer->near,0,0,0,False,True,True
943,1/31/2018 13:00,核心区,近港区,core->near,1,1,0,False,True,True
944,1/31/2018 13:00,核心区,外围区,core->outer,0,0,0,False,True,True
945,1/31/2018 13:00,近港区,核心区,near->core,1,1,0,False,True,True
946,1/31/2018 13:00,近港区,外围区,near->outer,0,0,0,True,True,True
947,1/31/2018 13:00,外围区,核心区,outer->core,0,0,0,False,True,True
948,1/31/2018 13:00,外围区,近港区,outer->near,1,1,0,False,True,True
949,1/31/2018 14:00,核心区,近港区,core->near,2,2,0,False,True,True
950,1/31/2018 14:00,核心区,外围区,core->outer,0,0,0,False,True,True
951,1/31/2018 14:00,近港区,核心区,near->core,1,1,0,False,True,True
952,1/31/2018 14:00,近港区,外围区,near->outer,0,0,0,True,True,True
953,1/31/2018 14:00,外围区,核心区,outer->core,0,0,0,False,True,True
954,1/31/2018 14:00,外围区,近港区,outer->near,0,0,0,False,True,True
955,1/31/2018 15:00,核心区,近港区,core->near,1,1,0,False,True,True
956,1/31/2018 15:00,核心区,外围区,core->outer,0,0,0,False,True,True
957,1/31/2018 15:00,近港区,核心区,near->core,2,2,0,False,True,True
958,1/31/2018 15:00,近港区,外围区,near->outer,0,0,0,True,True,True
959,1/31/2018 15:00,外围区,核心区,outer->core,0,0,0,False,True,True
960,1/31/2018 15:00,外围区,近港区,outer->near,0,0,0,False,True,True
961,1/31/2018 16:00,核心区,近港区,core->near,1,1,0,False,True,True
962,1/31/2018 16:00,核心区,外围区,core->outer,0,0,0,False,True,True
963,1/31/2018 16:00,近港区,核心区,near->core,1,1,0,False,True,True
964,1/31/2018 16:00,近港区,外围区,near->outer,0,0,0,True,True,True
965,1/31/2018 16:00,外围区,核心区,outer->core,0,0,0,False,True,True
966,1/31/2018 16:00,外围区,近港区,outer->near,0,0,0,False,True,True
967,1/31/2018 17:00,核心区,近港区,core->near,1,1,0,False,True,True
968,1/31/2018 17:00,核心区,外围区,core->outer,0,0,0,False,True,True
969,1/31/2018 17:00,近港区,核心区,near->core,1,1,0,False,True,True
970,1/31/2018 17:00,近港区,外围区,near->outer,0,0,0,True,True,True
971,1/31/2018 17:00,外围区,核心区,outer->core,0,0,0,False,True,True
972,1/31/2018 17:00,外围区,近港区,outer->near,1,1,0,False,True,True
973,1/31/2018 18:00,核心区,近港区,core->near,2,2,0,False,True,True
974,1/31/2018 18:00,核心区,外围区,core->outer,0,0,0,False,True,True
975,1/31/2018 18:00,近港区,核心区,near->core,1,1,0,False,True,True
976,1/31/2018 18:00,近港区,外围区,near->outer,0,0,0,True,True,True
977,1/31/2018 18:00,外围区,核心区,outer->core,0,0,0,False,True,True
978,1/31/2018 18:00,外围区,近港区,outer->near,1,1,0,False,True,True
979,1/31/2018 19:00,核心区,近港区,core->near,1,1,0,False,True,True
980,1/31/2018 19:00,核心区,外围区,core->outer,0,0,0,False,True,True
981,1/31/2018 19:00,近港区,核心区,near->core,1,1,0,False,True,True
982,1/31/2018 19:00,近港区,外围区,near->outer,1,1,0,True,True,True
983,1/31/2018 19:00,外围区,核心区,outer->core,0,0,0,False,True,True
984,1/31/2018 19:00,外围区,近港区,outer->near,0,0,0,False,True,True
985,1/31/2018 20:00,核心区,近港区,core->near,1,1,0,False,True,True
986,1/31/2018 20:00,核心区,外围区,core->outer,0,0,0,False,True,True
987,1/31/2018 20:00,近港区,核心区,near->core,1,1,0,False,True,True
988,1/31/2018 20:00,近港区,外围区,near->outer,0,0,0,True,True,True
989,1/31/2018 20:00,外围区,核心区,outer->core,0,0,0,False,True,True
990,1/31/2018 20:00,外围区,近港区,outer->near,0,0,0,False,True,True
991,1/31/2018 21:00,核心区,近港区,core->near,1,1,0,False,True,True
992,1/31/2018 21:00,核心区,外围区,core->outer,0,0,0,False,True,True
993,1/31/2018 21:00,近港区,核心区,near->core,1,1,0,False,True,True
994,1/31/2018 21:00,近港区,外围区,near->outer,0,0,0,True,True,True
995,1/31/2018 21:00,外围区,核心区,outer->core,0,0,0,False,True,True
996,1/31/2018 21:00,外围区,近港区,outer->near,0,0,0,False,True,True
997,1/31/2018 22:00,核心区,近港区,core->near,1,1,0,False,True,True
998,1/31/2018 22:00,核心区,外围区,core->outer,0,0,0,False,True,True
999,1/31/2018 22:00,近港区,核心区,near->core,1,1,0,False,True,True
1000,1/31/2018 22:00,近港区,外围区,near->outer,0,0,0,True,True,True
1001,1/31/2018 22:00,外围区,核心区,outer->core,0,0,0,False,True,True
1002,1/31/2018 22:00,外围区,近港区,outer->near,0,0,0,False,True,True
1003,1/31/2018 23:00,核心区,近港区,core->near,1,1,0,False,True,True
1004,1/31/2018 23:00,核心区,外围区,core->outer,0,0,0,False,True,True
1005,1/31/2018 23:00,近港区,核心区,near->core,1,1,0,False,True,True
1006,1/31/2018 23:00,近港区,外围区,near->outer,0,0,0,True,True,True
1007,1/31/2018 23:00,外围区,核心区,outer->core,0,0,0,False,True,True
1008,1/31/2018 23:00,外围区,近港区,outer->near,0,0,0,False,True,True
