row_number,time_window,source_zone,target_zone,task_key,baseline_vessel_count,hybrid_vessel_count,difference,was_replaced,value_unchanged_when_not_replaced
779,1/30/2018 9:00,外围区,核心区,outer->core,0,0,0,False,True
780,1/30/2018 9:00,外围区,近港区,outer->near,1,1,0,False,True
781,1/30/2018 10:00,核心区,近港区,core->near,2,2,0,True,True
782,1/30/2018 10:00,核心区,外围区,core->outer,0,0,0,False,True
783,1/30/2018 10:00,近港区,核心区,near->core,1,1,0,True,True
784,1/30/2018 10:00,近港区,外围区,near->outer,0,0,0,False,True
785,1/30/2018 10:00,外围区,核心区,outer->core,0,0,0,False,True
786,1/30/2018 10:00,外围区,近港区,outer->near,1,1,0,False,True
787,1/30/2018 11:00,核心区,近港区,core->near,1,1,0,True,True
788,1/30/2018 11:00,核心区,外围区,core->outer,0,0,0,False,True
789,1/30/2018 11:00,近港区,核心区,near->core,1,2,1,True,True
790,1/30/2018 11:00,近港区,外围区,near->outer,1,1,0,False,True
791,1/30/2018 11:00,外围区,核心区,outer->core,0,0,0,False,True
792,1/30/2018 11:00,外围区,近港区,outer->near,0,0,0,False,True
793,1/30/2018 12:00,核心区,近港区,core->near,1,1,0,True,True
794,1/30/2018 12:00,核心区,外围区,core->outer,0,0,0,False,True
795,1/30/2018 12:00,近港区,核心区,near->core,1,1,0,True,True
796,1/30/2018 12:00,近港区,外围区,near->outer,0,0,0,False,True
797,1/30/2018 12:00,外围区,核心区,outer->core,0,0,0,False,True
798,1/30/2018 12:00,外围区,近港区,outer->near,0,0,0,False,True
799,1/30/2018 13:00,核心区,近港区,core->near,1,1,0,True,True
800,1/30/2018 13:00,核心区,外围区,core->outer,0,0,0,False,True
801,1/30/2018 13:00,近港区,核心区,near->core,1,1,0,True,True
802,1/30/2018 13:00,近港区,外围区,near->outer,0,0,0,False,True
803,1/30/2018 13:00,外围区,核心区,outer->core,0,0,0,False,True
804,1/30/2018 13:00,外围区,近港区,outer->near,1,1,0,False,True
805,1/30/2018 14:00,核心区,近港区,core->near,2,2,0,True,True
806,1/30/2018 14:00,核心区,外围区,core->outer,0,0,0,False,True
807,1/30/2018 14:00,近港区,核心区,near->core,1,1,0,True,True
808,1/30/2018 14:00,近港区,外围区,near->outer,0,0,0,False,True
809,1/30/2018 14:00,外围区,核心区,outer->core,0,0,0,False,True
810,1/30/2018 14:00,外围区,近港区,outer->near,0,0,0,False,True
811,1/30/2018 15:00,核心区,近港区,core->near,1,1,0,True,True
812,1/30/2018 15:00,核心区,外围区,core->outer,0,0,0,False,True
813,1/30/2018 15:00,近港区,核心区,near->core,2,2,0,True,True
814,1/30/2018 15:00,近港区,外围区,near->outer,0,0,0,False,True
815,1/30/2018 15:00,外围区,核心区,outer->core,0,0,0,False,True
816,1/30/2018 15:00,外围区,近港区,outer->near,0,0,0,False,True
817,1/30/2018 16:00,核心区,近港区,core->near,1,1,0,True,True
818,1/30/2018 16:00,核心区,外围区,core->outer,0,0,0,False,True
819,1/30/2018 16:00,近港区,核心区,near->core,1,1,0,True,True
820,1/30/2018 16:00,近港区,外围区,near->outer,0,0,0,False,True
821,1/30/2018 16:00,外围区,核心区,outer->core,0,0,0,False,True
822,1/30/2018 16:00,外围区,近港区,outer->near,0,0,0,False,True
823,1/30/2018 17:00,核心区,近港区,core->near,1,1,0,True,True
824,1/30/2018 17:00,核心区,外围区,core->outer,0,0,0,False,True
825,1/30/2018 17:00,近港区,核心区,near->core,1,1,0,True,True
826,1/30/2018 17:00,近港区,外围区,near->outer,0,0,0,False,True
827,1/30/2018 17:00,外围区,核心区,outer->core,0,0,0,False,True
828,1/30/2018 17:00,外围区,近港区,outer->near,1,1,0,False,True
829,1/30/2018 18:00,核心区,近港区,core->near,2,2,0,True,True
830,1/30/2018 18:00,核心区,外围区,core->outer,0,0,0,False,True
831,1/30/2018 18:00,近港区,核心区,near->core,1,1,0,True,True
832,1/30/2018 18:00,近港区,外围区,near->outer,0,0,0,False,True
833,1/30/2018 18:00,外围区,核心区,outer->core,0,0,0,False,True
834,1/30/2018 18:00,外围区,近港区,outer->near,1,1,0,False,True
835,1/30/2018 19:00,核心区,近港区,core->near,1,1,0,True,True
836,1/30/2018 19:00,核心区,外围区,core->outer,0,0,0,False,True
837,1/30/2018 19:00,近港区,核心区,near->core,1,2,1,True,True
838,1/30/2018 19:00,近港区,外围区,near->outer,1,1,0,False,True
839,1/30/2018 19:00,外围区,核心区,outer->core,0,0,0,False,True
840,1/30/2018 19:00,外围区,近港区,outer->near,0,0,0,False,True
841,1/30/2018 20:00,核心区,近港区,core->near,0,1,1,True,True
842,1/30/2018 20:00,核心区,外围区,core->outer,0,0,0,False,True
843,1/30/2018 20:00,近港区,核心区,near->core,1,1,0,True,True
844,1/30/2018 20:00,近港区,外围区,near->outer,0,0,0,False,True
845,1/30/2018 20:00,外围区,核心区,outer->core,0,0,0,False,True
846,1/30/2018 20:00,外围区,近港区,outer->near,0,0,0,False,True
847,1/30/2018 21:00,核心区,近港区,core->near,1,1,0,True,True
848,1/30/2018 21:00,核心区,外围区,core->outer,0,0,0,False,True
849,1/30/2018 21:00,近港区,核心区,near->core,1,0,-1,True,True
850,1/30/2018 21:00,近港区,外围区,near->outer,0,0,0,False,True
851,1/30/2018 21:00,外围区,核心区,outer->core,0,0,0,False,True
852,1/30/2018 21:00,外围区,近港区,outer->near,0,0,0,False,True
853,1/30/2018 22:00,核心区,近港区,core->near,2,1,-1,True,True
854,1/30/2018 22:00,核心区,外围区,core->outer,0,0,0,False,True
855,1/30/2018 22:00,近港区,核心区,near->core,1,1,0,True,True
856,1/30/2018 22:00,近港区,外围区,near->outer,0,0,0,False,True
857,1/30/2018 22:00,外围区,核心区,outer->core,0,0,0,False,True
858,1/30/2018 22:00,外围区,近港区,outer->near,0,0,0,False,True
859,1/30/2018 23:00,核心区,近港区,core->near,1,1,0,True,True
860,1/30/2018 23:00,核心区,外围区,core->outer,0,0,0,False,True
861,1/30/2018 23:00,近港区,核心区,near->core,1,1,0,True,True
862,1/30/2018 23:00,近港区,外围区,near->outer,0,0,0,False,True
863,1/30/2018 23:00,外围区,核心区,outer->core,0,0,0,False,True
864,1/30/2018 23:00,外围区,近港区,outer->near,0,0,0,False,True
865,1/31/2018 0:00,核心区,近港区,core->near,0,0,0,True,True
866,1/31/2018 0:00,核心区,外围区,core->outer,0,0,0,False,True
867,1/31/2018 0:00,近港区,核心区,near->core,1,1,0,True,True
868,1/31/2018 0:00,近港区,外围区,near->outer,0,0,0,False,True
869,1/31/2018 0:00,外围区,核心区,outer->core,0,0,0,False,True
870,1/31/2018 0:00,外围区,近港区,outer->near,0,0,0,False,True
871,1/31/2018 1:00,核心区,近港区,core->near,1,1,0,True,True
872,1/31/2018 1:00,核心区,外围区,core->outer,0,0,0,False,True
873,1/31/2018 1:00,近港区,核心区,near->core,0,0,0,True,True
874,1/31/2018 1:00,近港区,外围区,near->outer,0,0,0,False,True
875,1/31/2018 1:00,外围区,核心区,outer->core,0,0,0,False,True
876,1/31/2018 1:00,外围区,近港区,outer->near,0,0,0,False,True
877,1/31/2018 2:00,核心区,近港区,core->near,1,1,0,True,True
878,1/31/2018 2:00,核心区,外围区,core->outer,0,0,0,False,True
879,1/31/2018 2:00,近港区,核心区,near->core,1,1,0,True,True
880,1/31/2018 2:00,近港区,外围区,near->outer,0,0,0,False,True
881,1/31/2018 2:00,外围区,核心区,outer->core,0,0,0,False,True
882,1/31/2018 2:00,外围区,近港区,outer->near,0,0,0,False,True
883,1/31/2018 3:00,核心区,近港区,core->near,1,1,0,True,True
884,1/31/2018 3:00,核心区,外围区,core->outer,0,0,0,False,True
885,1/31/2018 3:00,近港区,核心区,near->core,1,1,0,True,True
886,1/31/2018 3:00,近港区,外围区,near->outer,0,0,0,False,True
887,1/31/2018 3:00,外围区,核心区,outer->core,0,0,0,False,True
888,1/31/2018 3:00,外围区,近港区,outer->near,0,0,0,False,True
889,1/31/2018 4:00,核心区,近港区,core->near,1,0,-1,True,True
890,1/31/2018 4:00,核心区,外围区,core->outer,0,0,0,False,True
891,1/31/2018 4:00,近港区,核心区,near->core,1,1,0,True,True
892,1/31/2018 4:00,近港区,外围区,near->outer,0,0,0,False,True
893,1/31/2018 4:00,外围区,核心区,outer->core,0,0,0,False,True
894,1/31/2018 4:00,外围区,近港区,outer->near,0,0,0,False,True
895,1/31/2018 5:00,核心区,近港区,core->near,0,0,0,True,True
896,1/31/2018 5:00,核心区,外围区,core->outer,0,0,0,False,True
897,1/31/2018 5:00,近港区,核心区,near->core,1,1,0,True,True
898,1/31/2018 5:00,近港区,外围区,near->outer,0,0,0,False,True
899,1/31/2018 5:00,外围区,核心区,outer->core,0,0,0,False,True
900,1/31/2018 5:00,外围区,近港区,outer->near,1,1,0,False,True
901,1/31/2018 6:00,核心区,近港区,core->near,2,2,0,True,True
902,1/31/2018 6:00,核心区,外围区,core->outer,1,1,0,False,True
903,1/31/2018 6:00,近港区,核心区,near->core,1,1,0,True,True
904,1/31/2018 6:00,近港区,外围区,near->outer,0,0,0,False,True
905,1/31/2018 6:00,外围区,核心区,outer->core,0,0,0,False,True
906,1/31/2018 6:00,外围区,近港区,outer->near,0,0,0,False,True
907,1/31/2018 7:00,核心区,近港区,core->near,1,1,0,True,True
908,1/31/2018 7:00,核心区,外围区,core->outer,0,0,0,False,True
909,1/31/2018 7:00,近港区,核心区,near->core,1,2,1,True,True
910,1/31/2018 7:00,近港区,外围区,near->outer,0,0,0,False,True
911,1/31/2018 7:00,外围区,核心区,outer->core,0,0,0,False,True
912,1/31/2018 7:00,外围区,近港区,outer->near,1,1,0,False,True
913,1/31/2018 8:00,核心区,近港区,core->near,1,1,0,True,True
914,1/31/2018 8:00,核心区,外围区,core->outer,0,0,0,False,True
915,1/31/2018 8:00,近港区,核心区,near->core,1,2,1,True,True
916,1/31/2018 8:00,近港区,外围区,near->outer,1,1,0,False,True
917,1/31/2018 8:00,外围区,核心区,outer->core,0,0,0,False,True
918,1/31/2018 8:00,外围区,近港区,outer->near,0,0,0,False,True
919,1/31/2018 9:00,核心区,近港区,core->near,1,1,0,True,True
920,1/31/2018 9:00,核心区,外围区,core->outer,0,0,0,False,True
921,1/31/2018 9:00,近港区,核心区,near->core,1,1,0,True,True
922,1/31/2018 9:00,近港区,外围区,near->outer,0,0,0,False,True
923,1/31/2018 9:00,外围区,核心区,outer->core,0,0,0,False,True
924,1/31/2018 9:00,外围区,近港区,outer->near,1,1,0,False,True
925,1/31/2018 10:00,核心区,近港区,core->near,2,2,0,True,True
926,1/31/2018 10:00,核心区,外围区,core->outer,0,0,0,False,True
927,1/31/2018 10:00,近港区,核心区,near->core,1,1,0,True,True
928,1/31/2018 10:00,近港区,外围区,near->outer,0,0,0,False,True
929,1/31/2018 10:00,外围区,核心区,outer->core,0,0,0,False,True
930,1/31/2018 10:00,外围区,近港区,outer->near,1,1,0,False,True
931,1/31/2018 11:00,核心区,近港区,core->near,1,1,0,True,True
932,1/31/2018 11:00,核心区,外围区,core->outer,0,0,0,False,True
933,1/31/2018 11:00,近港区,核心区,near->core,1,2,1,True,True
934,1/31/2018 11:00,近港区,外围区,near->outer,1,1,0,False,True
935,1/31/2018 11:00,外围区,核心区,outer->core,0,0,0,False,True
936,1/31/2018 11:00,外围区,近港区,outer->near,0,0,0,False,True
937,1/31/2018 12:00,核心区,近港区,core->near,1,1,0,True,True
938,1/31/2018 12:00,核心区,外围区,core->outer,0,0,0,False,True
939,1/31/2018 12:00,近港区,核心区,near->core,1,1,0,True,True
940,1/31/2018 12:00,近港区,外围区,near->outer,0,0,0,False,True
941,1/31/2018 12:00,外围区,核心区,outer->core,0,0,0,False,True
942,1/31/2018 12:00,外围区,近港区,outer->near,0,0,0,False,True
943,1/31/2018 13:00,核心区,近港区,core->near,1,1,0,True,True
944,1/31/2018 13:00,核心区,外围区,core->outer,0,0,0,False,True
945,1/31/2018 13:00,近港区,核心区,near->core,1,1,0,True,True
946,1/31/2018 13:00,近港区,外围区,near->outer,0,0,0,False,True
947,1/31/2018 13:00,外围区,核心区,outer->core,0,0,0,False,True
948,1/31/2018 13:00,外围区,近港区,outer->near,1,1,0,False,True
949,1/31/2018 14:00,核心区,近港区,core->near,2,2,0,True,True
950,1/31/2018 14:00,核心区,外围区,core->outer,0,0,0,False,True
951,1/31/2018 14:00,近港区,核心区,near->core,1,1,0,True,True
952,1/31/2018 14:00,近港区,外围区,near->outer,0,0,0,False,True
953,1/31/2018 14:00,外围区,核心区,outer->core,0,0,0,False,True
954,1/31/2018 14:00,外围区,近港区,outer->near,0,0,0,False,True
955,1/31/2018 15:00,核心区,近港区,core->near,1,1,0,True,True
956,1/31/2018 15:00,核心区,外围区,core->outer,0,0,0,False,True
957,1/31/2018 15:00,近港区,核心区,near->core,2,2,0,True,True
958,1/31/2018 15:00,近港区,外围区,near->outer,0,0,0,False,True
959,1/31/2018 15:00,外围区,核心区,outer->core,0,0,0,False,True
960,1/31/2018 15:00,外围区,近港区,outer->near,0,0,0,False,True
961,1/31/2018 16:00,核心区,近港区,core->near,1,1,0,True,True
962,1/31/2018 16:00,核心区,外围区,core->outer,0,0,0,False,True
963,1/31/2018 16:00,近港区,核心区,near->core,1,1,0,True,True
964,1/31/2018 16:00,近港区,外围区,near->outer,0,0,0,False,True
965,1/31/2018 16:00,外围区,核心区,outer->core,0,0,0,False,True
966,1/31/2018 16:00,外围区,近港区,outer->near,0,0,0,False,True
967,1/31/2018 17:00,核心区,近港区,core->near,1,1,0,True,True
968,1/31/2018 17:00,核心区,外围区,core->outer,0,0,0,False,True
969,1/31/2018 17:00,近港区,核心区,near->core,1,1,0,True,True
970,1/31/2018 17:00,近港区,外围区,near->outer,0,0,0,False,True
971,1/31/2018 17:00,外围区,核心区,outer->core,0,0,0,False,True
972,1/31/2018 17:00,外围区,近港区,outer->near,1,1,0,False,True
973,1/31/2018 18:00,核心区,近港区,core->near,2,2,0,True,True
974,1/31/2018 18:00,核心区,外围区,core->outer,0,0,0,False,True
975,1/31/2018 18:00,近港区,核心区,near->core,1,1,0,True,True
976,1/31/2018 18:00,近港区,外围区,near->outer,0,0,0,False,True
977,1/31/2018 18:00,外围区,核心区,outer->core,0,0,0,False,True
978,1/31/2018 18:00,外围区,近港区,outer->near,1,1,0,False,True
979,1/31/2018 19:00,核心区,近港区,core->near,1,1,0,True,True
980,1/31/2018 19:00,核心区,外围区,core->outer,0,0,0,False,True
981,1/31/2018 19:00,近港区,核心区,near->core,1,2,1,True,True
982,1/31/2018 19:00,近港区,外围区,near->outer,1,1,0,False,True
983,1/31/2018 19:00,外围区,核心区,outer->core,0,0,0,False,True
984,1/31/2018 19:00,外围区,近港区,outer->near,0,0,0,False,True
985,1/31/2018 20:00,核心区,近港区,core->near,0,1,1,True,True
986,1/31/2018 20:00,核心区,外围区,core->outer,0,0,0,False,True
987,1/31/2018 20:00,近港区,核心区,near->core,1,1,0,True,True
988,1/31/2018 20:00,近港区,外围区,near->outer,0,0,0,False,True
989,1/31/2018 20:00,外围区,核心区,outer->core,0,0,0,False,True
990,1/31/2018 20:00,外围区,近港区,outer->near,0,0,0,False,True
991,1/31/2018 21:00,核心区,近港区,core->near,1,1,0,True,True
992,1/31/2018 21:00,核心区,外围区,core->outer,0,0,0,False,True
993,1/31/2018 21:00,近港区,核心区,near->core,1,0,-1,True,True
994,1/31/2018 21:00,近港区,外围区,near->outer,0,0,0,False,True
995,1/31/2018 21:00,外围区,核心区,outer->core,0,0,0,False,True
996,1/31/2018 21:00,外围区,近港区,outer->near,0,0,0,False,True
997,1/31/2018 22:00,核心区,近港区,core->near,2,1,-1,True,True
998,1/31/2018 22:00,核心区,外围区,core->outer,0,0,0,False,True
999,1/31/2018 22:00,近港区,核心区,near->core,1,1,0,True,True
1000,1/31/2018 22:00,近港区,外围区,near->outer,0,0,0,False,True
1001,1/31/2018 22:00,外围区,核心区,outer->core,0,0,0,False,True
1002,1/31/2018 22:00,外围区,近港区,outer->near,0,0,0,False,True
1003,1/31/2018 23:00,核心区,近港区,core->near,1,1,0,True,True
1004,1/31/2018 23:00,核心区,外围区,core->outer,0,0,0,False,True
1005,1/31/2018 23:00,近港区,核心区,near->core,1,1,0,True,True
1006,1/31/2018 23:00,近港区,外围区,near->outer,0,0,0,False,True
1007,1/31/2018 23:00,外围区,核心区,outer->core,0,0,0,False,True
1008,1/31/2018 23:00,外围区,近港区,outer->near,0,0,0,False,True
