row_number,time_window,source_zone,target_zone,task_key,baseline_vessel_count,step17_hybrid_vessel_count,candidate08_vessel_count,candidate08_difference_from_baseline,step17_difference_from_baseline,is_core_to_near,is_near_to_core,was_replaced,passed
633,1/29/2018 9:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
634,1/29/2018 9:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
635,1/29/2018 9:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
636,1/29/2018 9:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
637,1/29/2018 10:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
638,1/29/2018 10:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
639,1/29/2018 10:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
640,1/29/2018 10:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
641,1/29/2018 10:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
642,1/29/2018 10:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
643,1/29/2018 11:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
644,1/29/2018 11:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
645,1/29/2018 11:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
646,1/29/2018 11:00,近港区,外围区,near->outer,1,1,1,0,0,False,False,False,True
647,1/29/2018 11:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
648,1/29/2018 11:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
649,1/29/2018 12:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
650,1/29/2018 12:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
651,1/29/2018 12:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
652,1/29/2018 12:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
653,1/29/2018 12:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
654,1/29/2018 12:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
655,1/29/2018 13:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
656,1/29/2018 13:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
657,1/29/2018 13:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
658,1/29/2018 13:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
659,1/29/2018 13:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
660,1/29/2018 13:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
661,1/29/2018 14:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
662,1/29/2018 14:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
663,1/29/2018 14:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
664,1/29/2018 14:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
665,1/29/2018 14:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
666,1/29/2018 14:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
667,1/29/2018 15:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
668,1/29/2018 15:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
669,1/29/2018 15:00,近港区,核心区,near->core,2,2,2,0,0,False,True,False,True
670,1/29/2018 15:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
671,1/29/2018 15:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
672,1/29/2018 15:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
673,1/29/2018 16:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
674,1/29/2018 16:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
675,1/29/2018 16:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
676,1/29/2018 16:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
677,1/29/2018 16:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
678,1/29/2018 16:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
679,1/29/2018 17:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
680,1/29/2018 17:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
681,1/29/2018 17:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
682,1/29/2018 17:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
683,1/29/2018 17:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
684,1/29/2018 17:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
685,1/29/2018 18:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
686,1/29/2018 18:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
687,1/29/2018 18:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
688,1/29/2018 18:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
689,1/29/2018 18:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
690,1/29/2018 18:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
691,1/29/2018 19:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
692,1/29/2018 19:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
693,1/29/2018 19:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
694,1/29/2018 19:00,近港区,外围区,near->outer,1,1,1,0,0,False,False,False,True
695,1/29/2018 19:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
696,1/29/2018 19:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
697,1/29/2018 20:00,核心区,近港区,core->near,0,1,1,1,1,True,False,True,True
698,1/29/2018 20:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
699,1/29/2018 20:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
700,1/29/2018 20:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
701,1/29/2018 20:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
702,1/29/2018 20:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
703,1/29/2018 21:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
704,1/29/2018 21:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
705,1/29/2018 21:00,近港区,核心区,near->core,1,0,1,0,-1,False,True,False,True
706,1/29/2018 21:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
707,1/29/2018 21:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
708,1/29/2018 21:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
709,1/29/2018 22:00,核心区,近港区,core->near,2,1,1,-1,-1,True,False,True,True
710,1/29/2018 22:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
711,1/29/2018 22:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
712,1/29/2018 22:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
713,1/29/2018 22:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
714,1/29/2018 22:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
715,1/29/2018 23:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
716,1/29/2018 23:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
717,1/29/2018 23:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
718,1/29/2018 23:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
719,1/29/2018 23:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
720,1/29/2018 23:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
721,1/30/2018 0:00,核心区,近港区,core->near,0,0,0,0,0,True,False,True,True
722,1/30/2018 0:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
723,1/30/2018 0:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
724,1/30/2018 0:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
725,1/30/2018 0:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
726,1/30/2018 0:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
727,1/30/2018 1:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
728,1/30/2018 1:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
729,1/30/2018 1:00,近港区,核心区,near->core,0,0,0,0,0,False,True,False,True
730,1/30/2018 1:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
731,1/30/2018 1:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
732,1/30/2018 1:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
733,1/30/2018 2:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
734,1/30/2018 2:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
735,1/30/2018 2:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
736,1/30/2018 2:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
737,1/30/2018 2:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
738,1/30/2018 2:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
739,1/30/2018 3:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
740,1/30/2018 3:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
741,1/30/2018 3:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
742,1/30/2018 3:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
743,1/30/2018 3:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
744,1/30/2018 3:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
745,1/30/2018 4:00,核心区,近港区,core->near,1,0,0,-1,-1,True,False,True,True
746,1/30/2018 4:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
747,1/30/2018 4:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
748,1/30/2018 4:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
749,1/30/2018 4:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
750,1/30/2018 4:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
751,1/30/2018 5:00,核心区,近港区,core->near,0,0,0,0,0,True,False,True,True
752,1/30/2018 5:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
753,1/30/2018 5:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
754,1/30/2018 5:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
755,1/30/2018 5:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
756,1/30/2018 5:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
757,1/30/2018 6:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
758,1/30/2018 6:00,核心区,外围区,core->outer,1,1,1,0,0,False,False,False,True
759,1/30/2018 6:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
760,1/30/2018 6:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
761,1/30/2018 6:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
762,1/30/2018 6:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
763,1/30/2018 7:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
764,1/30/2018 7:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
765,1/30/2018 7:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
766,1/30/2018 7:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
767,1/30/2018 7:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
768,1/30/2018 7:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
769,1/30/2018 8:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
770,1/30/2018 8:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
771,1/30/2018 8:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
772,1/30/2018 8:00,近港区,外围区,near->outer,1,1,1,0,0,False,False,False,True
773,1/30/2018 8:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
774,1/30/2018 8:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
775,1/30/2018 9:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
776,1/30/2018 9:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
777,1/30/2018 9:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
778,1/30/2018 9:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
779,1/30/2018 9:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
780,1/30/2018 9:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
781,1/30/2018 10:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
782,1/30/2018 10:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
783,1/30/2018 10:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
784,1/30/2018 10:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
785,1/30/2018 10:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
786,1/30/2018 10:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
787,1/30/2018 11:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
788,1/30/2018 11:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
789,1/30/2018 11:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
790,1/30/2018 11:00,近港区,外围区,near->outer,1,1,1,0,0,False,False,False,True
791,1/30/2018 11:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
792,1/30/2018 11:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
793,1/30/2018 12:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
794,1/30/2018 12:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
795,1/30/2018 12:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
796,1/30/2018 12:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
797,1/30/2018 12:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
798,1/30/2018 12:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
799,1/30/2018 13:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
800,1/30/2018 13:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
801,1/30/2018 13:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
802,1/30/2018 13:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
803,1/30/2018 13:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
804,1/30/2018 13:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
805,1/30/2018 14:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
806,1/30/2018 14:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
807,1/30/2018 14:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
808,1/30/2018 14:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
809,1/30/2018 14:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
810,1/30/2018 14:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
811,1/30/2018 15:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
812,1/30/2018 15:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
813,1/30/2018 15:00,近港区,核心区,near->core,2,2,2,0,0,False,True,False,True
814,1/30/2018 15:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
815,1/30/2018 15:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
816,1/30/2018 15:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
817,1/30/2018 16:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
818,1/30/2018 16:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
819,1/30/2018 16:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
820,1/30/2018 16:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
821,1/30/2018 16:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
822,1/30/2018 16:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
823,1/30/2018 17:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
824,1/30/2018 17:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
825,1/30/2018 17:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
826,1/30/2018 17:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
827,1/30/2018 17:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
828,1/30/2018 17:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
829,1/30/2018 18:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
830,1/30/2018 18:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
831,1/30/2018 18:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
832,1/30/2018 18:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
833,1/30/2018 18:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
834,1/30/2018 18:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
835,1/30/2018 19:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
836,1/30/2018 19:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
837,1/30/2018 19:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
838,1/30/2018 19:00,近港区,外围区,near->outer,1,1,1,0,0,False,False,False,True
839,1/30/2018 19:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
840,1/30/2018 19:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
841,1/30/2018 20:00,核心区,近港区,core->near,0,1,1,1,1,True,False,True,True
842,1/30/2018 20:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
843,1/30/2018 20:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
844,1/30/2018 20:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
845,1/30/2018 20:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
846,1/30/2018 20:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
847,1/30/2018 21:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
848,1/30/2018 21:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
849,1/30/2018 21:00,近港区,核心区,near->core,1,0,1,0,-1,False,True,False,True
850,1/30/2018 21:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
851,1/30/2018 21:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
852,1/30/2018 21:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
853,1/30/2018 22:00,核心区,近港区,core->near,2,1,1,-1,-1,True,False,True,True
854,1/30/2018 22:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
855,1/30/2018 22:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
856,1/30/2018 22:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
857,1/30/2018 22:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
858,1/30/2018 22:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
859,1/30/2018 23:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
860,1/30/2018 23:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
861,1/30/2018 23:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
862,1/30/2018 23:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
863,1/30/2018 23:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
864,1/30/2018 23:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
865,1/31/2018 0:00,核心区,近港区,core->near,0,0,0,0,0,True,False,True,True
866,1/31/2018 0:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
867,1/31/2018 0:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
868,1/31/2018 0:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
869,1/31/2018 0:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
870,1/31/2018 0:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
871,1/31/2018 1:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
872,1/31/2018 1:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
873,1/31/2018 1:00,近港区,核心区,near->core,0,0,0,0,0,False,True,False,True
874,1/31/2018 1:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
875,1/31/2018 1:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
876,1/31/2018 1:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
877,1/31/2018 2:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
878,1/31/2018 2:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
879,1/31/2018 2:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
880,1/31/2018 2:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
881,1/31/2018 2:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
882,1/31/2018 2:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
883,1/31/2018 3:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
884,1/31/2018 3:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
885,1/31/2018 3:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
886,1/31/2018 3:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
887,1/31/2018 3:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
888,1/31/2018 3:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
889,1/31/2018 4:00,核心区,近港区,core->near,1,0,0,-1,-1,True,False,True,True
890,1/31/2018 4:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
891,1/31/2018 4:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
892,1/31/2018 4:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
893,1/31/2018 4:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
894,1/31/2018 4:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
895,1/31/2018 5:00,核心区,近港区,core->near,0,0,0,0,0,True,False,True,True
896,1/31/2018 5:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
897,1/31/2018 5:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
898,1/31/2018 5:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
899,1/31/2018 5:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
900,1/31/2018 5:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
901,1/31/2018 6:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
902,1/31/2018 6:00,核心区,外围区,core->outer,1,1,1,0,0,False,False,False,True
903,1/31/2018 6:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
904,1/31/2018 6:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
905,1/31/2018 6:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
906,1/31/2018 6:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
907,1/31/2018 7:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
908,1/31/2018 7:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
909,1/31/2018 7:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
910,1/31/2018 7:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
911,1/31/2018 7:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
912,1/31/2018 7:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
913,1/31/2018 8:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
914,1/31/2018 8:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
915,1/31/2018 8:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
916,1/31/2018 8:00,近港区,外围区,near->outer,1,1,1,0,0,False,False,False,True
917,1/31/2018 8:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
918,1/31/2018 8:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
919,1/31/2018 9:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
920,1/31/2018 9:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
921,1/31/2018 9:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
922,1/31/2018 9:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
923,1/31/2018 9:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
924,1/31/2018 9:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
925,1/31/2018 10:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
926,1/31/2018 10:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
927,1/31/2018 10:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
928,1/31/2018 10:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
929,1/31/2018 10:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
930,1/31/2018 10:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
931,1/31/2018 11:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
932,1/31/2018 11:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
933,1/31/2018 11:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
934,1/31/2018 11:00,近港区,外围区,near->outer,1,1,1,0,0,False,False,False,True
935,1/31/2018 11:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
936,1/31/2018 11:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
937,1/31/2018 12:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
938,1/31/2018 12:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
939,1/31/2018 12:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
940,1/31/2018 12:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
941,1/31/2018 12:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
942,1/31/2018 12:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
943,1/31/2018 13:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
944,1/31/2018 13:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
945,1/31/2018 13:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
946,1/31/2018 13:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
947,1/31/2018 13:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
948,1/31/2018 13:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
949,1/31/2018 14:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
